,Name,Age,Wage,Skill Moves,Height(cm),Weight(kg),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Medium,High,Low
17638,E. Alarcón,25,70000,1.0,182.88,74.844,13.0,7.0,11.0,24.0,6.0,14.0,10.0,11.0,21.0,11.0,22.0,30.0,36.0,37.0,38.0,22.0,43.0,26.0,61.0,7.0,22.0,14.0,5.0,35.0,12.0,47.0,12.0,10.0,14.0,56.0,55.0,55.0,50.0,52.0,1,0,0
17639,P. Ouaneh,20,35000,2.0,185.42,79.8336,25.0,18.0,50.0,28.0,24.0,30.0,24.0,29.0,23.0,30.0,52.0,62.0,41.0,43.0,62.0,35.0,73.0,63.0,56.0,19.0,44.0,50.0,25.0,35.0,41.0,41.0,52.0,64.0,58.0,7.0,9.0,11.0,13.0,8.0,1,0,0
17640,Zhong Yihao,22,70000,2.0,177.8,74.844,45.0,53.0,62.0,48.0,54.0,54.0,52.0,42.0,45.0,51.0,69.0,70.0,63.0,48.0,69.0,64.0,59.0,59.0,72.0,56.0,54.0,36.0,52.0,47.0,48.0,53.0,36.0,35.0,35.0,13.0,7.0,7.0,8.0,14.0,1,0,0
17641,S. Arango,22,35000,1.0,180.34,69.8544,14.0,18.0,13.0,23.0,16.0,17.0,14.0,11.0,22.0,21.0,48.0,46.0,38.0,53.0,60.0,22.0,58.0,42.0,48.0,17.0,19.0,18.0,12.0,14.0,22.0,26.0,9.0,18.0,12.0,59.0,48.0,50.0,48.0,53.0,1,0,0
17642,L. Ranger,19,35000,2.0,175.26,64.8648,46.0,38.0,44.0,41.0,26.0,50.0,29.0,29.0,30.0,44.0,74.0,79.0,63.0,52.0,70.0,48.0,59.0,55.0,53.0,37.0,56.0,49.0,39.0,39.0,34.0,37.0,48.0,53.0,52.0,15.0,9.0,11.0,13.0,8.0,1,0,0
17643,L. Moser,18,35000,1.0,195.57999999999998,87.9984,13.0,5.0,11.0,22.0,9.0,8.0,13.0,14.0,15.0,12.0,18.0,32.0,35.0,39.0,24.0,24.0,34.0,18.0,64.0,7.0,28.0,10.0,5.0,29.0,19.0,24.0,12.0,12.0,11.0,53.0,54.0,52.0,55.0,51.0,1,0,0
17644,J. Campaz,18,35000,2.0,170.18,68.04,46.0,46.0,39.0,48.0,43.0,53.0,37.0,35.0,41.0,52.0,71.0,64.0,70.0,42.0,81.0,49.0,33.0,68.0,43.0,50.0,33.0,20.0,45.0,48.0,50.0,47.0,45.0,22.0,28.0,10.0,12.0,6.0,5.0,7.0,1,0,0
17645,M. Ramkilde,20,70000,2.0,187.96,73.9368,35.0,53.0,51.0,54.0,42.0,47.0,36.0,38.0,49.0,50.0,68.0,60.0,57.0,43.0,56.0,52.0,49.0,60.0,64.0,49.0,51.0,32.0,53.0,44.0,40.0,49.0,30.0,32.0,28.0,9.0,6.0,7.0,13.0,14.0,1,0,1
17646,Chen Weiming,21,35000,2.0,177.8,63.9576,53.0,22.0,47.0,46.0,23.0,59.0,21.0,23.0,44.0,51.0,70.0,72.0,74.0,46.0,74.0,33.0,71.0,64.0,51.0,24.0,46.0,45.0,21.0,26.0,33.0,36.0,55.0,46.0,44.0,5.0,11.0,9.0,14.0,14.0,1,0,0
17647,H. Al Ruwaili,23,70000,2.0,180.34,69.8544,43.0,22.0,50.0,46.0,30.0,32.0,21.0,30.0,30.0,42.0,68.0,66.0,51.0,50.0,68.0,39.0,65.0,57.0,64.0,20.0,47.0,51.0,42.0,34.0,37.0,45.0,46.0,63.0,54.0,14.0,11.0,13.0,9.0,14.0,1,0,0
17648,K. Laskoś,18,35000,2.0,182.88,73.9368,42.0,39.0,65.0,69.0,43.0,52.0,47.0,40.0,63.0,55.0,63.0,67.0,62.0,50.0,67.0,52.0,68.0,44.0,72.0,42.0,46.0,27.0,44.0,55.0,46.0,55.0,55.0,43.0,48.0,12.0,9.0,15.0,10.0,11.0,1,0,0
17649,J. Nahr,18,35000,2.0,175.26,69.8544,42.0,55.0,42.0,50.0,43.0,59.0,59.0,35.0,38.0,52.0,75.0,63.0,78.0,47.0,77.0,61.0,65.0,51.0,45.0,50.0,33.0,14.0,44.0,48.0,48.0,40.0,22.0,17.0,19.0,11.0,10.0,7.0,11.0,10.0,1,0,0
17650,R. Ogle,19,35000,2.0,172.72,66.2256,44.0,22.0,41.0,43.0,24.0,42.0,36.0,28.0,41.0,41.0,72.0,69.0,67.0,40.0,68.0,30.0,71.0,75.0,67.0,25.0,54.0,47.0,41.0,41.0,31.0,43.0,54.0,48.0,53.0,8.0,7.0,6.0,15.0,9.0,1,0,0
17651,S. Fukahori,20,35000,3.0,177.8,68.04,43.0,57.0,50.0,44.0,55.0,58.0,62.0,57.0,41.0,43.0,68.0,64.0,63.0,53.0,68.0,47.0,65.0,52.0,58.0,53.0,38.0,19.0,46.0,52.0,54.0,50.0,22.0,17.0,11.0,12.0,14.0,15.0,6.0,9.0,1,0,1
17652,A. Yusuf,17,35000,2.0,175.26,66.2256,45.0,44.0,35.0,57.0,39.0,56.0,48.0,34.0,52.0,62.0,68.0,66.0,66.0,51.0,69.0,47.0,70.0,56.0,51.0,39.0,44.0,25.0,45.0,54.0,46.0,53.0,28.0,39.0,38.0,14.0,9.0,6.0,7.0,9.0,1,0,0
17653,M. Bazi,20,35000,2.0,182.88,69.8544,43.0,34.0,46.0,59.0,41.0,51.0,39.0,37.0,56.0,56.0,68.0,67.0,62.0,48.0,62.0,52.0,54.0,54.0,55.0,39.0,52.0,44.0,54.0,51.0,38.0,46.0,45.0,43.0,44.0,10.0,13.0,9.0,14.0,7.0,1,0,0
17654,L. Sedlak,18,35000,1.0,187.96,78.9264,12.0,8.0,8.0,24.0,8.0,20.0,14.0,12.0,20.0,18.0,18.0,30.0,22.0,47.0,17.0,14.0,52.0,25.0,57.0,7.0,25.0,15.0,5.0,33.0,17.0,29.0,7.0,12.0,7.0,52.0,51.0,53.0,49.0,58.0,1,0,0
17655,A. Bates,17,35000,2.0,175.26,63.9576,44.0,42.0,43.0,53.0,41.0,51.0,47.0,48.0,52.0,53.0,69.0,68.0,66.0,52.0,76.0,48.0,59.0,55.0,52.0,44.0,46.0,48.0,49.0,54.0,44.0,55.0,46.0,47.0,43.0,9.0,6.0,11.0,14.0,7.0,1,0,0
17656,Wen Junjie,21,70000,2.0,182.88,72.1224,22.0,19.0,49.0,34.0,25.0,28.0,23.0,28.0,26.0,25.0,62.0,62.0,44.0,41.0,57.0,39.0,73.0,58.0,63.0,19.0,45.0,53.0,20.0,31.0,37.0,38.0,53.0,56.0,53.0,8.0,10.0,10.0,9.0,15.0,1,0,0
17657,J. McCombe,35,70000,2.0,195.57999999999998,78.9264,24.0,23.0,56.0,38.0,21.0,16.0,20.0,21.0,43.0,30.0,20.0,29.0,23.0,54.0,22.0,21.0,29.0,32.0,76.0,18.0,55.0,47.0,20.0,19.0,31.0,43.0,51.0,51.0,53.0,6.0,14.0,12.0,11.0,14.0,1,0,0
17658,S. Warde,20,70000,2.0,185.42,79.8336,50.0,42.0,44.0,60.0,32.0,54.0,59.0,60.0,53.0,54.0,68.0,72.0,50.0,47.0,55.0,56.0,61.0,62.0,58.0,56.0,55.0,42.0,45.0,44.0,39.0,47.0,46.0,48.0,43.0,7.0,6.0,10.0,7.0,12.0,1,0,0
17659,R. Stewart,23,35000,1.0,187.96,71.2152,16.0,15.0,20.0,29.0,17.0,14.0,19.0,16.0,23.0,23.0,41.0,47.0,54.0,49.0,56.0,19.0,55.0,20.0,62.0,19.0,42.0,22.0,14.0,19.0,25.0,35.0,16.0,14.0,17.0,54.0,52.0,52.0,46.0,58.0,1,0,0
17660,Y. Mustafa,19,35000,2.0,175.26,69.8544,43.0,52.0,44.0,50.0,41.0,55.0,48.0,32.0,41.0,47.0,78.0,71.0,62.0,47.0,75.0,49.0,53.0,55.0,72.0,46.0,65.0,17.0,44.0,47.0,46.0,44.0,15.0,14.0,12.0,12.0,14.0,8.0,7.0,8.0,1,1,0
17661,Wen Zhixiang,25,35000,1.0,193.04,96.1632,16.0,17.0,14.0,28.0,12.0,11.0,18.0,20.0,21.0,22.0,46.0,44.0,36.0,52.0,46.0,21.0,58.0,41.0,70.0,11.0,25.0,20.0,19.0,13.0,21.0,29.0,11.0,13.0,19.0,52.0,45.0,44.0,53.0,60.0,1,0,0
17662,Choi Beom Kyung,21,35000,2.0,175.26,73.0296,43.0,56.0,43.0,56.0,44.0,59.0,58.0,56.0,52.0,58.0,62.0,58.0,53.0,52.0,70.0,55.0,55.0,50.0,52.0,57.0,53.0,39.0,51.0,48.0,43.0,47.0,47.0,35.0,42.0,12.0,14.0,10.0,9.0,12.0,1,0,0
17663,E. Hodge,22,70000,2.0,177.8,68.04,44.0,53.0,35.0,42.0,37.0,54.0,36.0,37.0,32.0,49.0,75.0,78.0,84.0,45.0,60.0,48.0,39.0,32.0,43.0,33.0,34.0,18.0,47.0,48.0,46.0,49.0,23.0,22.0,21.0,14.0,8.0,7.0,5.0,14.0,1,0,0
17664,G. Vannucchi,22,35000,1.0,177.8,77.112,12.0,6.0,11.0,23.0,6.0,8.0,12.0,10.0,25.0,16.0,32.0,15.0,38.0,43.0,44.0,24.0,60.0,25.0,53.0,9.0,20.0,6.0,6.0,29.0,17.0,30.0,8.0,14.0,14.0,53.0,55.0,56.0,54.0,51.0,1,0,0
17665,J. Smylie,18,35000,2.0,180.34,76.2048,22.0,54.0,54.0,50.0,37.0,42.0,29.0,24.0,26.0,50.0,69.0,58.0,62.0,48.0,57.0,41.0,58.0,59.0,57.0,44.0,43.0,18.0,59.0,44.0,51.0,46.0,15.0,16.0,14.0,6.0,9.0,6.0,12.0,11.0,1,0,0
17666,J. Gibson,20,35000,2.0,177.8,79.8336,44.0,55.0,37.0,44.0,37.0,55.0,43.0,34.0,30.0,56.0,69.0,64.0,62.0,48.0,67.0,60.0,42.0,33.0,42.0,39.0,32.0,16.0,47.0,50.0,54.0,44.0,20.0,27.0,26.0,11.0,9.0,6.0,9.0,7.0,1,0,0
17667,Shi Xiaodong,21,35000,1.0,185.42,74.844,11.0,9.0,14.0,18.0,7.0,7.0,14.0,14.0,25.0,19.0,25.0,36.0,36.0,58.0,46.0,18.0,64.0,24.0,54.0,8.0,22.0,12.0,4.0,26.0,11.0,57.0,21.0,14.0,12.0,51.0,55.0,57.0,47.0,49.0,1,0,0
17668,S. Strózik,19,35000,2.0,177.8,76.2048,43.0,57.0,53.0,51.0,41.0,49.0,36.0,27.0,31.0,54.0,69.0,63.0,65.0,52.0,63.0,60.0,62.0,52.0,66.0,47.0,34.0,18.0,55.0,45.0,21.0,44.0,39.0,15.0,17.0,14.0,14.0,6.0,11.0,14.0,1,0,0
17669,Chen Wei,20,35000,1.0,187.96,81.1944,14.0,5.0,13.0,18.0,9.0,12.0,13.0,10.0,29.0,12.0,26.0,34.0,32.0,55.0,33.0,23.0,48.0,28.0,61.0,7.0,20.0,11.0,6.0,50.0,10.0,26.0,21.0,13.0,12.0,52.0,52.0,51.0,52.0,52.0,1,0,0
17670,A. Al Hassan,22,105000,2.0,182.88,67.1328,39.0,36.0,45.0,62.0,32.0,43.0,33.0,37.0,52.0,51.0,60.0,69.0,57.0,55.0,65.0,50.0,66.0,64.0,60.0,39.0,52.0,45.0,54.0,40.0,42.0,37.0,47.0,51.0,48.0,14.0,12.0,11.0,9.0,11.0,1,0,0
17671,I. Al Otaibi,21,70000,3.0,172.72,59.8752,51.0,39.0,37.0,64.0,42.0,62.0,40.0,43.0,55.0,55.0,68.0,67.0,74.0,46.0,69.0,52.0,51.0,41.0,44.0,35.0,43.0,24.0,47.0,57.0,41.0,50.0,32.0,39.0,35.0,13.0,9.0,14.0,6.0,13.0,1,1,0
17672,R. Kawai,39,35000,2.0,182.88,74.844,39.0,35.0,39.0,62.0,27.0,41.0,35.0,42.0,45.0,47.0,32.0,28.0,30.0,47.0,54.0,37.0,32.0,31.0,48.0,41.0,50.0,54.0,24.0,40.0,43.0,57.0,60.0,59.0,55.0,13.0,6.0,7.0,11.0,9.0,1,0,0
17673,Yu Hao,20,70000,2.0,185.42,67.1328,23.0,23.0,48.0,42.0,22.0,23.0,27.0,24.0,23.0,32.0,58.0,78.0,68.0,47.0,66.0,30.0,69.0,54.0,68.0,16.0,43.0,46.0,21.0,33.0,32.0,43.0,55.0,52.0,53.0,10.0,10.0,14.0,6.0,12.0,1,0,0
17674,Jeong Chung Yeob,20,35000,2.0,182.88,71.2152,35.0,59.0,49.0,43.0,56.0,56.0,54.0,44.0,31.0,56.0,67.0,68.0,72.0,54.0,65.0,70.0,51.0,63.0,63.0,51.0,53.0,17.0,45.0,45.0,54.0,42.0,25.0,17.0,22.0,9.0,8.0,11.0,10.0,8.0,1,0,0
17675,M. Al Nakhli,22,105000,3.0,172.72,63.0504,54.0,41.0,37.0,51.0,38.0,53.0,51.0,43.0,45.0,57.0,68.0,74.0,82.0,37.0,83.0,42.0,43.0,46.0,37.0,33.0,26.0,16.0,42.0,45.0,43.0,47.0,19.0,26.0,27.0,13.0,5.0,15.0,11.0,14.0,1,0,1
17676,Liu Yu,23,35000,1.0,185.42,74.844,17.0,17.0,17.0,45.0,17.0,18.0,20.0,17.0,47.0,21.0,52.0,54.0,51.0,50.0,51.0,22.0,50.0,34.0,61.0,14.0,24.0,22.0,17.0,44.0,20.0,51.0,16.0,23.0,24.0,54.0,52.0,51.0,50.0,51.0,1,0,0
17677,D. Revan,17,35000,2.0,193.04,81.1944,24.0,25.0,52.0,43.0,25.0,33.0,30.0,24.0,31.0,32.0,64.0,61.0,47.0,45.0,59.0,34.0,70.0,56.0,55.0,23.0,45.0,55.0,22.0,33.0,33.0,39.0,49.0,56.0,56.0,8.0,14.0,8.0,7.0,14.0,1,1,0
17678,W. Longbottom,19,35000,2.0,175.26,62.1432,46.0,57.0,40.0,43.0,33.0,54.0,32.0,29.0,32.0,52.0,59.0,63.0,69.0,57.0,74.0,46.0,65.0,50.0,54.0,40.0,52.0,54.0,56.0,38.0,55.0,40.0,37.0,42.0,41.0,12.0,14.0,9.0,10.0,10.0,1,0,0
17679,R. Treacy,19,35000,1.0,187.96,79.8336,14.0,8.0,11.0,19.0,5.0,12.0,10.0,14.0,20.0,13.0,26.0,26.0,23.0,47.0,38.0,21.0,44.0,27.0,56.0,9.0,20.0,11.0,5.0,33.0,13.0,36.0,8.0,14.0,10.0,55.0,52.0,52.0,51.0,52.0,1,0,0
17680,J. Bartels,19,35000,1.0,187.96,79.8336,12.0,9.0,11.0,27.0,5.0,8.0,10.0,12.0,18.0,17.0,29.0,18.0,22.0,45.0,32.0,19.0,42.0,17.0,58.0,6.0,28.0,11.0,5.0,22.0,11.0,37.0,7.0,11.0,14.0,57.0,52.0,51.0,53.0,50.0,1,0,0
17681,M. Hayashi,21,35000,1.0,180.34,74.844,13.0,9.0,10.0,28.0,7.0,6.0,13.0,13.0,28.0,15.0,34.0,32.0,33.0,53.0,48.0,19.0,63.0,45.0,57.0,5.0,28.0,10.0,11.0,26.0,19.0,25.0,23.0,10.0,14.0,54.0,51.0,54.0,51.0,49.0,1,0,0
17682,A. Rose,19,35000,2.0,175.26,68.04,32.0,53.0,48.0,45.0,41.0,46.0,40.0,26.0,32.0,46.0,86.0,85.0,59.0,48.0,78.0,47.0,54.0,50.0,48.0,48.0,34.0,20.0,48.0,40.0,57.0,40.0,40.0,31.0,30.0,5.0,6.0,13.0,12.0,12.0,1,0,0
17683,D. Valencia,18,35000,2.0,180.34,68.04,29.0,55.0,58.0,54.0,45.0,56.0,26.0,25.0,51.0,54.0,55.0,55.0,56.0,42.0,68.0,53.0,68.0,54.0,46.0,45.0,54.0,17.0,49.0,41.0,54.0,49.0,31.0,16.0,15.0,13.0,5.0,11.0,13.0,6.0,1,0,0
17684,D. Dumont,18,35000,2.0,175.26,64.8648,23.0,26.0,47.0,32.0,25.0,25.0,26.0,24.0,29.0,30.0,59.0,55.0,47.0,47.0,76.0,37.0,80.0,65.0,54.0,17.0,47.0,51.0,27.0,33.0,41.0,51.0,52.0,59.0,58.0,13.0,6.0,10.0,6.0,12.0,1,0,0
17685,Lee Yunoh,19,35000,1.0,190.5,87.9984,8.0,5.0,10.0,28.0,6.0,10.0,9.0,13.0,23.0,18.0,14.0,23.0,22.0,35.0,27.0,20.0,39.0,31.0,65.0,4.0,26.0,14.0,7.0,36.0,10.0,29.0,8.0,12.0,11.0,54.0,52.0,55.0,52.0,59.0,1,0,0
17686,J. Borquez,18,35000,1.0,175.26,82.1016,31.0,7.0,14.0,52.0,12.0,21.0,14.0,21.0,41.0,19.0,31.0,32.0,41.0,36.0,31.0,31.0,56.0,41.0,51.0,20.0,31.0,14.0,9.0,47.0,22.0,46.0,13.0,23.0,21.0,60.0,49.0,55.0,56.0,52.0,1,0,0
17687,S. Byrne,23,35000,2.0,182.88,74.844,32.0,59.0,51.0,36.0,50.0,54.0,38.0,30.0,33.0,52.0,69.0,65.0,59.0,46.0,70.0,53.0,62.0,60.0,60.0,51.0,30.0,17.0,57.0,47.0,64.0,47.0,19.0,15.0,18.0,16.0,10.0,13.0,13.0,16.0,1,0,0
17688,J. Anziani,19,35000,2.0,175.26,68.04,48.0,41.0,46.0,65.0,41.0,58.0,53.0,55.0,58.0,58.0,58.0,61.0,62.0,54.0,74.0,54.0,55.0,32.0,53.0,34.0,46.0,29.0,50.0,48.0,48.0,61.0,42.0,47.0,49.0,10.0,10.0,13.0,14.0,14.0,1,0,0
17689,M. Urwin,24,35000,1.0,185.42,76.2048,18.0,14.0,21.0,32.0,20.0,14.0,19.0,18.0,18.0,20.0,48.0,48.0,37.0,48.0,60.0,24.0,52.0,34.0,58.0,17.0,26.0,25.0,11.0,19.0,29.0,33.0,28.0,20.0,21.0,55.0,45.0,51.0,53.0,58.0,1,0,0
17690,A. Ben Lamin,17,35000,2.0,182.88,69.8544,43.0,24.0,54.0,48.0,27.0,23.0,28.0,28.0,44.0,46.0,64.0,61.0,42.0,45.0,62.0,35.0,58.0,47.0,54.0,19.0,48.0,54.0,29.0,34.0,31.0,39.0,50.0,53.0,56.0,10.0,8.0,7.0,14.0,12.0,1,0,0
17691,J. Hoormann,19,35000,2.0,185.42,74.844,26.0,23.0,53.0,41.0,25.0,27.0,24.0,28.0,32.0,31.0,55.0,55.0,66.0,42.0,63.0,33.0,76.0,59.0,67.0,20.0,50.0,46.0,26.0,29.0,33.0,38.0,52.0,54.0,57.0,13.0,5.0,12.0,10.0,7.0,1,0,0
17692,B. Williams,19,35000,2.0,177.8,74.844,46.0,27.0,45.0,40.0,31.0,50.0,32.0,28.0,29.0,45.0,69.0,55.0,51.0,52.0,67.0,22.0,57.0,55.0,56.0,30.0,50.0,56.0,51.0,40.0,36.0,37.0,49.0,52.0,54.0,15.0,7.0,11.0,9.0,7.0,1,0,0
17693,A. Jarvis,20,35000,2.0,187.96,79.8336,25.0,59.0,58.0,41.0,38.0,43.0,32.0,25.0,27.0,50.0,59.0,63.0,49.0,43.0,66.0,49.0,58.0,65.0,61.0,42.0,50.0,25.0,49.0,41.0,52.0,45.0,23.0,21.0,20.0,9.0,10.0,11.0,15.0,13.0,1,0,0
17694,M. Casey,18,35000,2.0,203.2,79.8336,24.0,21.0,51.0,46.0,29.0,29.0,22.0,25.0,21.0,42.0,55.0,57.0,41.0,48.0,44.0,34.0,60.0,55.0,68.0,18.0,41.0,49.0,27.0,30.0,37.0,35.0,50.0,55.0,52.0,12.0,12.0,15.0,10.0,14.0,1,0,0
17695,Sun Weizhe,21,35000,2.0,180.34,72.1224,36.0,39.0,54.0,52.0,37.0,52.0,37.0,39.0,52.0,55.0,60.0,63.0,59.0,43.0,61.0,43.0,69.0,62.0,59.0,35.0,50.0,47.0,49.0,47.0,32.0,41.0,53.0,53.0,57.0,16.0,14.0,15.0,10.0,13.0,1,0,0
17696,W. Al Enezi,19,35000,2.0,175.26,66.2256,47.0,34.0,40.0,36.0,30.0,50.0,31.0,34.0,37.0,37.0,69.0,55.0,59.0,49.0,77.0,30.0,59.0,61.0,42.0,32.0,54.0,52.0,37.0,34.0,36.0,37.0,46.0,58.0,59.0,13.0,10.0,9.0,9.0,11.0,1,0,0
17697,F. Langsdorf,22,35000,2.0,177.8,74.844,25.0,62.0,52.0,42.0,39.0,49.0,31.0,26.0,27.0,48.0,55.0,44.0,59.0,53.0,67.0,50.0,64.0,53.0,57.0,45.0,28.0,14.0,54.0,46.0,61.0,46.0,25.0,18.0,16.0,8.0,8.0,13.0,12.0,10.0,1,0,0
17698,K. McClean,19,35000,2.0,182.88,68.9472,45.0,43.0,39.0,60.0,40.0,62.0,53.0,47.0,64.0,59.0,65.0,67.0,64.0,49.0,63.0,55.0,60.0,40.0,55.0,36.0,39.0,26.0,47.0,48.0,40.0,61.0,49.0,37.0,42.0,7.0,8.0,11.0,7.0,7.0,1,0,0
17699,Zhao Mingyu,21,35000,2.0,180.34,69.8544,37.0,58.0,43.0,41.0,46.0,61.0,65.0,46.0,34.0,53.0,63.0,75.0,58.0,49.0,62.0,51.0,57.0,52.0,52.0,49.0,52.0,15.0,41.0,44.0,57.0,46.0,27.0,16.0,12.0,14.0,9.0,7.0,11.0,14.0,1,0,1
17700,L. Coddington,23,35000,1.0,180.34,74.844,16.0,14.0,14.0,24.0,14.0,14.0,14.0,15.0,23.0,23.0,34.0,37.0,48.0,52.0,50.0,22.0,56.0,30.0,57.0,15.0,19.0,15.0,8.0,27.0,25.0,44.0,7.0,16.0,17.0,55.0,51.0,54.0,47.0,56.0,1,0,0
17701,J. McGuire,23,35000,1.0,190.5,78.9264,19.0,15.0,23.0,32.0,17.0,19.0,24.0,21.0,31.0,18.0,34.0,34.0,41.0,46.0,29.0,32.0,40.0,45.0,60.0,20.0,45.0,29.0,13.0,44.0,34.0,47.0,9.0,15.0,16.0,49.0,52.0,69.0,51.0,54.0,1,0,0
17702,Yan Hao,19,35000,2.0,185.42,74.844,36.0,56.0,60.0,40.0,35.0,42.0,51.0,41.0,38.0,46.0,48.0,75.0,73.0,47.0,54.0,45.0,61.0,54.0,75.0,44.0,41.0,18.0,51.0,43.0,61.0,41.0,34.0,17.0,16.0,9.0,14.0,14.0,9.0,5.0,1,0,1
17703,M. Ozga,18,35000,2.0,180.34,69.8544,31.0,23.0,48.0,51.0,26.0,32.0,26.0,27.0,50.0,31.0,64.0,62.0,55.0,50.0,66.0,33.0,69.0,55.0,52.0,17.0,45.0,55.0,21.0,31.0,40.0,44.0,51.0,54.0,56.0,11.0,11.0,7.0,13.0,14.0,1,0,0
17704,F. Nicastro,36,35000,1.0,182.88,78.0192,14.0,9.0,14.0,29.0,6.0,12.0,14.0,14.0,27.0,13.0,18.0,16.0,25.0,38.0,46.0,23.0,57.0,30.0,55.0,9.0,26.0,10.0,5.0,40.0,12.0,46.0,8.0,13.0,14.0,50.0,52.0,58.0,58.0,52.0,1,0,0
17705,P. Kekeris,18,35000,3.0,172.72,64.8648,46.0,46.0,22.0,45.0,28.0,58.0,35.0,48.0,33.0,56.0,75.0,75.0,65.0,42.0,74.0,41.0,32.0,48.0,38.0,38.0,22.0,18.0,48.0,44.0,44.0,45.0,23.0,16.0,10.0,12.0,13.0,13.0,11.0,10.0,1,0,0
17706,M. O'Connor,22,35000,1.0,182.88,72.1224,10.0,8.0,12.0,17.0,9.0,15.0,11.0,11.0,20.0,15.0,27.0,26.0,22.0,48.0,37.0,14.0,53.0,22.0,45.0,5.0,22.0,10.0,9.0,33.0,11.0,35.0,14.0,14.0,11.0,53.0,52.0,53.0,52.0,55.0,1,0,0
17707,G. Henriksson,20,35000,2.0,185.42,78.9264,48.0,29.0,53.0,62.0,36.0,32.0,34.0,28.0,58.0,35.0,64.0,60.0,44.0,55.0,57.0,44.0,65.0,58.0,48.0,38.0,46.0,57.0,29.0,38.0,37.0,36.0,40.0,56.0,54.0,11.0,12.0,8.0,11.0,10.0,1,0,1
17708,J. Doyle-Hayes,19,35000,2.0,175.26,68.04,39.0,33.0,48.0,60.0,33.0,51.0,34.0,39.0,53.0,50.0,61.0,68.0,64.0,51.0,78.0,55.0,56.0,63.0,44.0,40.0,53.0,49.0,52.0,47.0,44.0,43.0,44.0,46.0,48.0,8.0,10.0,6.0,10.0,7.0,1,0,0
17709,S. Gustafsson,18,35000,1.0,187.96,77.112,12.0,6.0,12.0,28.0,7.0,12.0,13.0,13.0,27.0,16.0,56.0,44.0,68.0,44.0,48.0,20.0,62.0,35.0,48.0,5.0,42.0,7.0,4.0,23.0,10.0,36.0,7.0,14.0,14.0,53.0,56.0,42.0,54.0,52.0,1,0,0
17710,J. Brady,21,35000,1.0,182.88,73.9368,30.0,15.0,25.0,43.0,15.0,15.0,20.0,29.0,49.0,30.0,37.0,40.0,51.0,39.0,42.0,50.0,60.0,39.0,51.0,34.0,27.0,25.0,15.0,41.0,20.0,37.0,15.0,30.0,25.0,53.0,52.0,54.0,53.0,55.0,1,0,0
17711,E. Dubickas,19,35000,2.0,182.88,77.112,42.0,49.0,43.0,45.0,54.0,64.0,53.0,42.0,39.0,52.0,71.0,69.0,59.0,47.0,62.0,50.0,58.0,50.0,60.0,52.0,28.0,15.0,44.0,50.0,64.0,43.0,24.0,20.0,16.0,10.0,6.0,11.0,6.0,6.0,1,0,1
17712,K. Broda,16,35000,1.0,190.5,84.8232,11.0,8.0,13.0,29.0,7.0,6.0,11.0,14.0,15.0,14.0,20.0,31.0,32.0,40.0,29.0,20.0,37.0,17.0,56.0,5.0,21.0,7.0,4.0,26.0,14.0,37.0,8.0,11.0,12.0,59.0,51.0,53.0,45.0,58.0,1,0,0
17713,L. Brook,17,35000,3.0,177.8,68.9472,32.0,41.0,32.0,58.0,48.0,50.0,51.0,32.0,48.0,57.0,72.0,65.0,70.0,38.0,64.0,55.0,61.0,47.0,48.0,32.0,41.0,18.0,38.0,57.0,44.0,54.0,18.0,30.0,38.0,10.0,9.0,15.0,10.0,7.0,1,0,0
17714,D. Gibbons,20,35000,2.0,193.04,83.916,39.0,20.0,53.0,40.0,36.0,39.0,27.0,27.0,32.0,36.0,55.0,56.0,48.0,48.0,42.0,41.0,54.0,50.0,63.0,23.0,54.0,51.0,42.0,36.0,33.0,48.0,52.0,54.0,53.0,7.0,12.0,6.0,14.0,13.0,1,0,0
17715,D. Palacios,21,35000,2.0,172.72,63.9576,38.0,34.0,35.0,43.0,22.0,51.0,33.0,34.0,33.0,28.0,71.0,74.0,69.0,46.0,76.0,30.0,77.0,68.0,50.0,35.0,53.0,50.0,42.0,36.0,35.0,41.0,56.0,53.0,57.0,5.0,12.0,10.0,9.0,14.0,1,0,1
17716,M. Knox,18,35000,2.0,172.72,66.2256,32.0,56.0,52.0,40.0,37.0,53.0,41.0,32.0,29.0,52.0,75.0,74.0,51.0,53.0,80.0,45.0,64.0,55.0,50.0,49.0,28.0,14.0,44.0,47.0,69.0,47.0,13.0,18.0,12.0,5.0,11.0,11.0,10.0,10.0,1,0,0
17717,D. Makoma,19,35000,2.0,185.42,78.0192,41.0,41.0,44.0,56.0,35.0,49.0,37.0,34.0,55.0,53.0,61.0,66.0,59.0,50.0,56.0,48.0,62.0,69.0,62.0,47.0,56.0,46.0,51.0,47.0,37.0,39.0,43.0,40.0,45.0,6.0,10.0,6.0,7.0,6.0,1,0,0
